,Action,word,Start_time,End_time,duration,time
227,StartReading,SOMBRERO,2022-06-28 11:19:32.396,2022-06-28 11:19:33.107,364,2022-06-28 11:19:32.799
228,StartSaying,SOMBRERO,2022-06-28 11:19:33.107,2022-06-28 11:19:35.111,1026,2022-06-28 11:19:33.510
229,EndSaying,SOMBRERO,2022-06-28 11:19:35.111,2022-06-28 11:19:37.117,1027,2022-06-28 11:19:35.514
230,StartReading,LEÓN,2022-06-28 11:19:37.117,2022-06-28 11:19:37.828,364,2022-06-28 11:19:37.519
231,StartSaying,LEÓN,2022-06-28 11:19:37.828,2022-06-28 11:19:39.835,1028,2022-06-28 11:19:38.230
232,EndSaying,LEÓN,2022-06-28 11:19:39.835,2022-06-28 11:19:41.845,1029,2022-06-28 11:19:40.238
233,StartReading,GUITARRA,2022-06-28 11:19:41.845,2022-06-28 11:19:42.556,364,2022-06-28 11:19:42.248
234,StartSaying,GUITARRA,2022-06-28 11:19:42.556,2022-06-28 11:19:44.564,1028,2022-06-28 11:19:42.958
235,EndSaying,GUITARRA,2022-06-28 11:19:44.564,2022-06-28 11:19:46.244,860,2022-06-28 11:19:44.965
236,StartReading,CUCHARA,2022-06-28 11:19:46.244,2022-06-28 11:19:46.953,363,2022-06-28 11:19:46.647
237,StartSaying,CUCHARA,2022-06-28 11:19:46.953,2022-06-28 11:19:48.960,1028,2022-06-28 11:19:47.356
238,EndSaying,CUCHARA,2022-06-28 11:19:48.960,2022-06-28 11:19:50.488,782,2022-06-28 11:19:49.364
239,StartReading,TROMPETA,2022-06-28 11:19:50.488,2022-06-28 11:19:51.203,366,2022-06-28 11:19:50.892
240,StartSaying,TROMPETA,2022-06-28 11:19:51.203,2022-06-28 11:19:53.208,1027,2022-06-28 11:19:51.606
241,EndSaying,TROMPETA,2022-06-28 11:19:53.208,2022-06-28 11:19:55.125,981,2022-06-28 11:19:53.610
242,StartReading,OJO,2022-06-28 11:19:55.125,2022-06-28 11:19:55.833,363,2022-06-28 11:19:55.527
243,EndReading,OJO,2022-06-28 11:19:55.833,2022-06-28 11:19:57.839,1027,2022-06-28 11:19:56.237
244,EndSaying,OJO,2022-06-28 11:19:57.839,2022-06-28 11:19:59.687,946,2022-06-28 11:19:58.242
245,StartReading,LECHUGA,2022-06-28 11:19:59.687,2022-06-28 11:20:00.396,363,2022-06-28 11:20:00.090
246,StartSaying,LECHUGA,2022-06-28 11:20:00.396,2022-06-28 11:20:02.400,1026,2022-06-28 11:20:00.799
247,EndSaying,LECHUGA,2022-06-28 11:20:02.400,2022-06-28 11:29:01.355,275945,2022-06-28 11:20:02.803
248,StartBlockSaying,,2022-06-28 11:29:01.357,2022-06-28 11:29:03.060,872,2022-06-28 11:29:01.764
249,StartReading,MANZANA,2022-06-28 11:29:03.060,2022-06-28 11:29:03.771,364,2022-06-28 11:29:03.469
250,StartSaying,MANZANA,2022-06-28 11:29:03.771,2022-06-28 11:29:05.779,1028,2022-06-28 11:29:04.180
251,EndSaying,MANZANA,2022-06-28 11:29:05.779,2022-06-28 11:29:07.296,777,2022-06-28 11:29:06.188
252,StartReading,OREJA,2022-06-28 11:29:07.296,2022-06-28 11:29:08.007,364,2022-06-28 11:29:07.706
253,StartSaying,OREJA,2022-06-28 11:29:08.007,2022-06-28 11:29:10.013,1027,2022-06-28 11:29:08.416
254,EndSaying,OREJA,2022-06-28 11:29:10.013,2022-06-28 11:29:11.867,949,2022-06-28 11:29:10.421
255,StartReading,NARANJA,2022-06-28 11:29:11.867,2022-06-28 11:29:12.576,363,2022-06-28 11:29:12.276
256,StartSaying,NARANJA,2022-06-28 11:29:12.576,2022-06-28 11:29:14.580,1026,2022-06-28 11:29:12.985
257,EndSaying,NARANJA,2022-06-28 11:29:14.580,2022-06-28 11:29:16.544,1006,2022-06-28 11:29:14.989
258,StartReading,MANO,2022-06-28 11:29:16.544,2022-06-28 11:29:17.253,363,2022-06-28 11:29:16.953
259,StartSaying,MANO,2022-06-28 11:29:17.253,2022-06-28 11:29:19.257,1026,2022-06-28 11:29:17.664
260,EndSaying,MANO,2022-06-28 11:29:19.257,2022-06-28 11:29:20.861,821,2022-06-28 11:29:19.668
261,StartReading,TOMATE,2022-06-28 11:29:20.861,2022-06-28 11:29:21.568,362,2022-06-28 11:29:21.269
262,StartSaying,TOMATE,2022-06-28 11:29:21.568,2022-06-28 11:29:23.574,1027,2022-06-28 11:29:21.978
263,EndSaying,TOMATE,2022-06-28 11:29:23.574,2022-06-28 11:29:25.107,785,2022-06-28 11:29:23.982
264,StartReading,JIRAFA,2022-06-28 11:29:25.107,2022-06-28 11:29:25.818,364,2022-06-28 11:29:25.516
265,StartSaying,JIRAFA,2022-06-28 11:29:25.818,2022-06-28 11:29:27.826,1028,2022-06-28 11:29:26.227
266,EndSaying,JIRAFA,2022-06-28 11:29:27.826,2022-06-28 11:29:29.824,1023,2022-06-28 11:29:28.234
267,StartReading,PLATO,2022-06-28 11:29:29.824,2022-06-28 11:29:30.533,363,2022-06-28 11:29:30.233
268,StartSaying,PLATO,2022-06-28 11:29:30.533,2022-06-28 11:29:32.539,1027,2022-06-28 11:29:30.942
269,EndSaying,PLATO,2022-06-28 11:29:32.539,2022-06-28 11:29:34.339,922,2022-06-28 11:29:32.949
270,StartReading,FLAUTA,2022-06-28 11:29:34.339,2022-06-28 11:29:35.048,363,2022-06-28 11:29:34.749
271,StartSaying,FLAUTA,2022-06-28 11:29:35.048,2022-06-28 11:29:37.056,1028,2022-06-28 11:29:35.458
272,EndSaying,FLAUTA,2022-06-28 11:29:37.056,2022-06-28 11:29:38.837,912,2022-06-28 11:29:37.465
273,StartReading,PIANO,2022-06-28 11:29:38.837,2022-06-28 11:29:39.550,365,2022-06-28 11:29:39.246
274,StartSaying,PIANO,2022-06-28 11:29:39.550,2022-06-28 11:29:41.552,1025,2022-06-28 11:29:39.959
275,EndSaying,PIANO,2022-06-28 11:29:41.552,2022-06-28 11:29:43.175,831,2022-06-28 11:29:41.963
276,StartReading,LIMÓN,2022-06-28 11:29:43.175,2022-06-28 11:29:43.882,362,2022-06-28 11:29:43.584
277,StartSaying,LIMÓN,2022-06-28 11:29:43.882,2022-06-28 11:29:45.888,1027,2022-06-28 11:29:44.292
278,EndSaying,LIMÓN,2022-06-28 11:29:45.888,2022-06-28 11:29:47.548,850,2022-06-28 11:29:46.297
279,StartBlockThinking,,2022-06-28 11:29:47.548,2022-06-28 11:29:49.365,930,2022-06-28 11:29:47.958
280,StartReading,CABALLO,2022-06-28 11:29:49.365,2022-06-28 11:29:50.072,362,2022-06-28 11:29:49.773
281,EndReading,CABALLO,2022-06-28 11:29:50.072,2022-06-28 11:29:52.078,1027,2022-06-28 11:29:50.483
282,EndSaying,CABALLO,2022-06-28 11:29:52.078,2022-06-28 11:29:53.621,790,2022-06-28 11:29:52.488
283,StartReading,FLAUTA,2022-06-28 11:29:53.621,2022-06-28 11:29:54.330,363,2022-06-28 11:29:54.031
284,StartSaying,FLAUTA,2022-06-28 11:29:54.330,2022-06-28 11:29:56.337,1028,2022-06-28 11:29:54.741
285,EndSaying,FLAUTA,2022-06-28 11:29:56.337,2022-06-28 11:29:58.111,908,2022-06-28 11:29:56.748
286,StartReading,PANTALÓN,2022-06-28 11:29:58.111,2022-06-28 11:29:58.822,364,2022-06-28 11:29:58.520
287,StartSaying,PANTALÓN,2022-06-28 11:29:58.822,2022-06-28 11:30:00.830,1028,2022-06-28 11:29:59.233
288,EndSaying,PANTALÓN,2022-06-28 11:30:00.830,2022-06-28 11:30:02.814,1016,2022-06-28 11:30:01.241
289,StartReading,RODILLA,2022-06-28 11:30:02.814,2022-06-28 11:30:03.523,363,2022-06-28 11:30:03.225
290,StartSaying,RODILLA,2022-06-28 11:30:03.523,2022-06-28 11:30:05.529,1027,2022-06-28 11:30:03.934
291,EndSaying,RODILLA,2022-06-28 11:30:05.529,2022-06-28 11:30:07.507,1013,2022-06-28 11:30:05.938
292,StartReading,PERRO,2022-06-28 11:30:07.507,2022-06-28 11:30:08.216,363,2022-06-28 11:30:07.918
293,StartSaying,PERRO,2022-06-28 11:30:08.216,2022-06-28 11:30:10.222,1027,2022-06-28 11:30:08.627
294,EndSaying,PERRO,2022-06-28 11:30:10.222,2022-06-28 11:30:11.902,860,2022-06-28 11:30:10.634
295,StartReading,MANO,2022-06-28 11:30:11.902,2022-06-28 11:30:12.611,363,2022-06-28 11:30:12.313
296,StartSaying,MANO,2022-06-28 11:30:12.611,2022-06-28 11:30:14.621,1029,2022-06-28 11:30:13.023
297,EndSaying,MANO,2022-06-28 11:30:14.621,2022-06-28 11:30:16.548,987,2022-06-28 11:30:15.030
298,StartReading,COPA,2022-06-28 11:30:16.548,2022-06-28 11:30:17.257,363,2022-06-28 11:30:16.959
299,EndReading,COPA,2022-06-28 11:30:17.257,2022-06-28 11:30:19.265,1028,2022-06-28 11:30:17.669
300,EndSaying,COPA,2022-06-28 11:30:19.265,2022-06-28 11:30:20.919,847,2022-06-28 11:30:19.676
301,StartReading,TENEDOR,2022-06-28 11:30:20.919,2022-06-28 11:30:21.628,363,2022-06-28 11:30:21.330
302,EndReading,TENEDOR,2022-06-28 11:30:21.628,2022-06-28 11:30:23.634,1027,2022-06-28 11:30:22.040
303,EndSaying,TENEDOR,2022-06-28 11:30:23.634,2022-06-28 11:30:25.154,778,2022-06-28 11:30:24.046
304,StartReading,CALCETÍN,2022-06-28 11:30:25.154,2022-06-28 11:30:25.865,364,2022-06-28 11:30:25.566
305,StartSaying,CALCETÍN,2022-06-28 11:30:25.865,2022-06-28 11:30:27.873,1028,2022-06-28 11:30:26.276
306,EndSaying,CALCETÍN,2022-06-28 11:30:27.873,2022-06-28 11:30:29.843,1009,2022-06-28 11:30:28.284
307,StartReading,PLATO,2022-06-28 11:30:29.843,2022-06-28 11:30:30.550,362,2022-06-28 11:30:30.253
308,StartSaying,PLATO,2022-06-28 11:30:30.550,2022-06-28 11:30:32.554,1026,2022-06-28 11:30:30.962
309,EndSaying,PLATO,2022-06-28 11:30:32.554,2022-06-28 11:30:34.279,883,2022-06-28 11:30:32.966
310,StartBlockSaying,,2022-06-28 11:30:34.279,2022-06-28 11:30:36.195,981,2022-06-28 11:30:34.689
311,StartReading,VIOLÍN,2022-06-28 11:30:36.195,2022-06-28 11:30:36.908,365,2022-06-28 11:30:36.605
312,StartSaying,VIOLÍN,2022-06-28 11:30:36.908,2022-06-28 11:30:38.916,1028,2022-06-28 11:30:37.318
313,EndSaying,VIOLÍN,2022-06-28 11:30:38.916,2022-06-28 11:30:40.667,897,2022-06-28 11:30:39.326
314,StartReading,GUITARRA,2022-06-28 11:30:40.667,2022-06-28 11:30:41.376,363,2022-06-28 11:30:41.078
315,StartSaying,GUITARRA,2022-06-28 11:30:41.376,2022-06-28 11:30:43.380,1026,2022-06-28 11:30:41.788
316,EndSaying,GUITARRA,2022-06-28 11:30:43.380,2022-06-28 11:30:45.082,871,2022-06-28 11:30:43.792
317,StartReading,RODILLA,2022-06-28 11:30:45.082,2022-06-28 11:30:45.791,363,2022-06-28 11:30:45.493
318,StartSaying,RODILLA,2022-06-28 11:30:45.791,2022-06-28 11:30:47.794,1026,2022-06-28 11:30:46.202
319,EndSaying,RODILLA,2022-06-28 11:30:47.794,2022-06-28 11:30:49.312,777,2022-06-28 11:30:48.207
320,StartReading,TENEDOR,2022-06-28 11:30:49.312,2022-06-28 11:30:50.023,364,2022-06-28 11:30:49.723
321,StartSaying,TENEDOR,2022-06-28 11:30:50.023,2022-06-28 11:30:52.029,1027,2022-06-28 11:30:50.435
322,EndSaying,TENEDOR,2022-06-28 11:30:52.029,2022-06-28 11:30:53.582,795,2022-06-28 11:30:52.440
323,StartReading,LEÓN,2022-06-28 11:30:53.582,2022-06-28 11:30:54.292,364,2022-06-28 11:30:53.993
324,StartSaying,LEÓN,2022-06-28 11:30:54.292,2022-06-28 11:30:56.298,1027,2022-06-28 11:30:54.703
325,EndSaying,LEÓN,2022-06-28 11:30:56.298,2022-06-28 11:30:57.964,853,2022-06-28 11:30:56.710
326,StartReading,OJO,2022-06-28 11:30:57.964,2022-06-28 11:30:58.675,364,2022-06-28 11:30:58.376
327,EndReading,OJO,2022-06-28 11:30:58.675,2022-06-28 11:31:00.681,1027,2022-06-28 11:30:59.088
328,EndSaying,OJO,2022-06-28 11:31:00.681,2022-06-28 11:31:02.371,865,2022-06-28 11:31:01.093
329,StartReading,PANTALÓN,2022-06-28 11:31:02.371,2022-06-28 11:31:03.082,364,2022-06-28 11:31:02.783
330,StartSaying,PANTALÓN,2022-06-28 11:31:03.082,2022-06-28 11:31:05.087,1027,2022-06-28 11:31:03.493
331,EndSaying,PANTALÓN,2022-06-28 11:31:05.087,2022-06-28 11:31:07.015,987,2022-06-28 11:31:05.500
332,StartReading,TROMPETA,2022-06-28 11:31:07.015,2022-06-28 11:31:07.728,365,2022-06-28 11:31:07.428
333,StartSaying,TROMPETA,2022-06-28 11:31:07.728,2022-06-28 11:31:09.736,1028,2022-06-28 11:31:08.139
334,EndSaying,TROMPETA,2022-06-28 11:31:09.736,2022-06-28 11:31:11.273,787,2022-06-28 11:31:10.147
335,StartReading,GATO,2022-06-28 11:31:11.273,2022-06-28 11:31:11.986,365,2022-06-28 11:31:11.685
336,EndReading,GATO,2022-06-28 11:31:11.986,2022-06-28 11:31:13.992,1027,2022-06-28 11:31:12.399
337,EndSaying,GATO,2022-06-28 11:31:13.992,2022-06-28 11:31:15.941,998,2022-06-28 11:31:14.404
338,StartReading,SOMBRERO,2022-06-28 11:31:15.941,2022-06-28 11:31:16.658,367,2022-06-28 11:31:16.354
339,StartSaying,SOMBRERO,2022-06-28 11:31:16.658,2022-06-28 11:31:18.666,1028,2022-06-28 11:31:17.071
340,EndSaying,SOMBRERO,2022-06-28 11:31:18.666,2022-06-28 11:31:24.523,2999,2022-06-28 11:31:19.078
341,StartBlockThinking,,2022-06-28 11:31:24.523,2022-06-28 11:31:26.421,972,2022-06-28 11:31:24.936
342,StartReading,NARANJA,2022-06-28 11:31:26.421,2022-06-28 11:31:27.130,363,2022-06-28 11:31:26.834
343,StartSaying,NARANJA,2022-06-28 11:31:27.130,2022-06-28 11:31:29.138,1028,2022-06-28 11:31:27.543
344,EndSaying,NARANJA,2022-06-28 11:31:29.138,2022-06-28 11:31:30.884,894,2022-06-28 11:31:29.550
345,StartReading,GATO,2022-06-28 11:31:30.884,2022-06-28 11:31:31.595,364,2022-06-28 11:31:31.297
346,StartSaying,GATO,2022-06-28 11:31:31.595,2022-06-28 11:31:33.603,1028,2022-06-28 11:31:32.008
347,EndSaying,GATO,2022-06-28 11:31:33.603,2022-06-28 11:31:35.123,778,2022-06-28 11:31:34.016
348,StartReading,PIE,2022-06-28 11:31:35.123,2022-06-28 11:31:35.833,364,2022-06-28 11:31:35.536
349,StartSaying,PIE,2022-06-28 11:31:35.833,2022-06-28 11:31:37.837,1026,2022-06-28 11:31:36.246
350,EndSaying,PIE,2022-06-28 11:31:37.837,2022-06-28 11:31:39.748,978,2022-06-28 11:31:38.251
351,StartReading,CUCHILLO,2022-06-28 11:31:39.748,2022-06-28 11:31:40.457,363,2022-06-28 11:31:40.160
352,StartSaying,CUCHILLO,2022-06-28 11:31:40.457,2022-06-28 11:31:42.460,1026,2022-06-28 11:31:40.869
353,EndSaying,CUCHILLO,2022-06-28 11:31:42.460,2022-06-28 11:31:44.171,876,2022-06-28 11:31:42.874
354,StartReading,MANZANA,2022-06-28 11:31:44.171,2022-06-28 11:31:44.880,363,2022-06-28 11:31:44.584
355,StartSaying,MANZANA,2022-06-28 11:31:44.880,2022-06-28 11:31:46.888,1028,2022-06-28 11:31:45.293
356,EndSaying,MANZANA,2022-06-28 11:31:46.888,2022-06-28 11:31:48.603,878,2022-06-28 11:31:47.301
357,StartReading,PIANO,2022-06-28 11:31:48.603,2022-06-28 11:31:49.314,364,2022-06-28 11:31:49.016
358,StartSaying,PIANO,2022-06-28 11:31:49.314,2022-06-28 11:31:51.318,1026,2022-06-28 11:31:49.727
359,EndSaying,PIANO,2022-06-28 11:31:51.318,2022-06-28 11:31:52.869,794,2022-06-28 11:31:51.731
360,StartReading,VIOLÍN,2022-06-28 11:31:52.869,2022-06-28 11:31:53.578,363,2022-06-28 11:31:53.282
361,StartSaying,VIOLÍN,2022-06-28 11:31:53.578,2022-06-28 11:31:55.582,1026,2022-06-28 11:31:53.991
362,EndSaying,VIOLÍN,2022-06-28 11:31:55.582,2022-06-28 11:31:57.099,777,2022-06-28 11:31:55.995
363,StartReading,LIMÓN,2022-06-28 11:31:57.099,2022-06-28 11:31:57.814,366,2022-06-28 11:31:57.513
364,StartSaying,LIMÓN,2022-06-28 11:31:57.814,2022-06-28 11:31:59.818,1026,2022-06-28 11:31:58.226
365,EndSaying,LIMÓN,2022-06-28 11:31:59.818,2022-06-28 11:32:01.699,963,2022-06-28 11:32:00.232
366,StartReading,OREJA,2022-06-28 11:32:01.699,2022-06-28 11:32:02.410,364,2022-06-28 11:32:02.112
367,StartSaying,OREJA,2022-06-28 11:32:02.410,2022-06-28 11:32:04.414,1026,2022-06-28 11:32:02.823
368,EndSaying,OREJA,2022-06-28 11:32:04.414,2022-06-28 11:32:06.175,902,2022-06-28 11:32:04.827
369,StartReading,JIRAFA,2022-06-28 11:32:06.175,2022-06-28 11:32:06.884,363,2022-06-28 11:32:06.589
370,StartSaying,JIRAFA,2022-06-28 11:32:06.884,2022-06-28 11:32:08.890,1027,2022-06-28 11:32:07.298
371,EndSaying,JIRAFA,2022-06-28 11:32:08.890,2022-06-28 11:32:10.796,976,2022-06-28 11:32:09.304
372,StartBlockSaying,,2022-06-28 11:32:10.796,2022-06-28 11:32:12.728,989,2022-06-28 11:32:11.211
373,StartReading,PLATO,2022-06-28 11:32:12.728,2022-06-28 11:32:13.443,366,2022-06-28 11:32:13.141
374,StartSaying,PLATO,2022-06-28 11:32:13.443,2022-06-28 11:32:15.447,1026,2022-06-28 11:32:13.857
375,EndSaying,PLATO,2022-06-28 11:32:15.447,2022-06-28 11:32:17.029,810,2022-06-28 11:32:15.861
376,StartReading,LECHUGA,2022-06-28 11:32:17.029,2022-06-28 11:32:17.742,365,2022-06-28 11:32:17.442
377,StartSaying,LECHUGA,2022-06-28 11:32:17.742,2022-06-28 11:32:19.746,1026,2022-06-28 11:32:18.155
378,EndSaying,LECHUGA,2022-06-28 11:32:19.746,2022-06-28 11:32:21.519,908,2022-06-28 11:32:20.160
379,StartReading,TROMPETA,2022-06-28 11:32:21.519,2022-06-28 11:32:22.228,363,2022-06-28 11:32:21.933
380,StartSaying,TROMPETA,2022-06-28 11:32:22.228,2022-06-28 11:32:24.234,1027,2022-06-28 11:32:22.642
381,EndSaying,TROMPETA,2022-06-28 11:32:24.234,2022-06-28 11:32:25.937,872,2022-06-28 11:32:24.649
382,StartReading,MANZANA,2022-06-28 11:32:25.937,2022-06-28 11:32:26.652,366,2022-06-28 11:32:26.352
383,StartSaying,MANZANA,2022-06-28 11:32:26.652,2022-06-28 11:32:28.656,1026,2022-06-28 11:32:27.066
384,EndSaying,MANZANA,2022-06-28 11:32:28.656,2022-06-28 11:32:30.429,908,2022-06-28 11:32:29.071
385,StartReading,RODILLA,2022-06-28 11:32:30.429,2022-06-28 11:32:31.138,363,2022-06-28 11:32:30.845
386,EndReading,RODILLA,2022-06-28 11:32:31.138,2022-06-28 11:32:33.146,1028,2022-06-28 11:32:31.553
387,EndSaying,RODILLA,2022-06-28 11:32:33.146,2022-06-28 11:32:34.845,870,2022-06-28 11:32:33.561
388,StartReading,CALCETÍN,2022-06-28 11:32:34.845,2022-06-28 11:32:35.554,363,2022-06-28 11:32:35.260
389,StartSaying,CALCETÍN,2022-06-28 11:32:35.554,2022-06-28 11:32:37.560,1027,2022-06-28 11:32:35.969
390,EndSaying,CALCETÍN,2022-06-28 11:32:37.560,2022-06-28 11:32:39.443,964,2022-06-28 11:32:37.976
391,StartReading,MANO,2022-06-28 11:32:39.443,2022-06-28 11:32:40.152,363,2022-06-28 11:32:39.857
392,StartSaying,MANO,2022-06-28 11:32:40.152,2022-06-28 11:32:42.158,1027,2022-06-28 11:32:40.567
393,EndSaying,MANO,2022-06-28 11:32:42.158,2022-06-28 11:32:43.867,875,2022-06-28 11:32:42.572
394,StartReading,NARANJA,2022-06-28 11:32:43.867,2022-06-28 11:32:44.576,363,2022-06-28 11:32:44.282
395,StartSaying,NARANJA,2022-06-28 11:32:44.576,2022-06-28 11:32:46.583,1028,2022-06-28 11:32:44.992
396,EndSaying,NARANJA,2022-06-28 11:32:46.583,2022-06-28 11:32:48.494,978,2022-06-28 11:32:46.998
397,StartReading,CABALLO,2022-06-28 11:32:48.494,2022-06-28 11:32:49.203,363,2022-06-28 11:32:48.908
398,StartSaying,CABALLO,2022-06-28 11:32:49.203,2022-06-28 11:32:51.207,1026,2022-06-28 11:32:49.618
399,EndSaying,CABALLO,2022-06-28 11:32:51.207,2022-06-28 11:32:52.835,834,2022-06-28 11:32:51.622
400,StartReading,PIE,2022-06-28 11:32:52.835,2022-06-28 11:32:53.548,365,2022-06-28 11:32:53.251
401,StartSaying,PIE,2022-06-28 11:32:53.548,2022-06-28 11:32:55.552,1026,2022-06-28 11:32:53.964
402,EndSaying,PIE,2022-06-28 11:32:55.552,2022-06-28 11:32:57.181,834,2022-06-28 11:32:55.968
403,StartBlockThinking,,2022-06-28 11:32:57.181,2022-06-28 11:32:58.714,785,2022-06-28 11:32:57.596
404,StartReading,GUITARRA,2022-06-28 11:32:58.714,2022-06-28 11:32:59.421,362,2022-06-28 11:32:59.129
405,EndReading,GUITARRA,2022-06-28 11:32:59.421,2022-06-28 11:33:01.427,1027,2022-06-28 11:32:59.838
406,EndSaying,GUITARRA,2022-06-28 11:33:01.427,2022-06-28 11:33:03.166,890,2022-06-28 11:33:01.842
407,StartReading,MANZANA,2022-06-28 11:33:03.166,2022-06-28 11:33:03.875,363,2022-06-28 11:33:03.581
408,StartSaying,MANZANA,2022-06-28 11:33:03.875,2022-06-28 11:33:05.880,1027,2022-06-28 11:33:04.291
409,EndSaying,MANZANA,2022-06-28 11:33:05.880,2022-06-28 11:33:07.701,932,2022-06-28 11:33:06.298
410,StartReading,CALCETÍN,2022-06-28 11:33:07.701,2022-06-28 11:33:08.408,362,2022-06-28 11:33:08.115
411,StartSaying,CALCETÍN,2022-06-28 11:33:08.408,2022-06-28 11:33:10.416,1028,2022-06-28 11:33:08.825
412,EndSaying,CALCETÍN,2022-06-28 11:33:10.416,2022-06-28 11:33:12.308,969,2022-06-28 11:33:10.831
413,StartReading,CAMISETA,2022-06-28 11:33:12.308,2022-06-28 11:33:13.019,364,2022-06-28 11:33:12.725
414,StartSaying,CAMISETA,2022-06-28 11:33:13.019,2022-06-28 11:33:15.027,1028,2022-06-28 11:33:13.435
415,EndSaying,CAMISETA,2022-06-28 11:33:15.027,2022-06-28 11:33:16.697,855,2022-06-28 11:33:15.443
416,StartReading,CUCHILLO,2022-06-28 11:33:16.697,2022-06-28 11:33:17.408,364,2022-06-28 11:33:17.113
417,StartSaying,CUCHILLO,2022-06-28 11:33:17.408,2022-06-28 11:33:19.410,1025,2022-06-28 11:33:17.823
418,EndSaying,CUCHILLO,2022-06-28 11:33:19.410,2022-06-28 11:33:21.134,883,2022-06-28 11:33:19.827
419,StartReading,OREJA,2022-06-28 11:33:21.134,2022-06-28 11:33:21.843,363,2022-06-28 11:33:21.549
420,StartSaying,OREJA,2022-06-28 11:33:21.843,2022-06-28 11:33:23.851,1028,2022-06-28 11:33:22.259
421,EndSaying,OREJA,2022-06-28 11:33:23.851,2022-06-28 11:33:25.472,830,2022-06-28 11:33:24.267
422,StartReading,PIE,2022-06-28 11:33:25.472,2022-06-28 11:33:26.181,363,2022-06-28 11:33:25.887
423,StartSaying,PIE,2022-06-28 11:33:26.181,2022-06-28 11:33:28.185,1026,2022-06-28 11:33:26.597
424,EndSaying,PIE,2022-06-28 11:33:28.185,2022-06-28 11:33:29.970,914,2022-06-28 11:33:28.601
425,StartReading,PANTALÓN,2022-06-28 11:33:29.970,2022-06-28 11:33:30.679,363,2022-06-28 11:33:30.386
426,StartSaying,PANTALÓN,2022-06-28 11:33:30.679,2022-06-28 11:33:32.685,1027,2022-06-28 11:33:31.096
427,EndSaying,PANTALÓN,2022-06-28 11:33:32.685,2022-06-28 11:33:34.441,899,2022-06-28 11:33:33.102
428,StartReading,OJO,2022-06-28 11:33:34.441,2022-06-28 11:33:35.150,363,2022-06-28 11:33:34.857
429,EndReading,OJO,2022-06-28 11:33:35.150,2022-06-28 11:33:37.158,1028,2022-06-28 11:33:35.568
430,EndSaying,OJO,2022-06-28 11:33:37.158,2022-06-28 11:33:39.142,1016,2022-06-28 11:33:37.575
431,StartReading,RODILLA,2022-06-28 11:33:39.142,2022-06-28 11:33:39.851,363,2022-06-28 11:33:39.558
432,StartSaying,RODILLA,2022-06-28 11:33:39.851,2022-06-28 11:33:41.857,1027,2022-06-28 11:33:40.269
433,EndSaying,RODILLA,2022-06-28 11:33:41.857,2022-06-28 11:33:43.585,885,2022-06-28 11:33:42.274
434,StartBlockSaying,,2022-06-28 11:33:43.585,2022-06-28 11:33:45.330,893,2022-06-28 11:33:44.002
435,StartReading,TOMATE,2022-06-28 11:33:45.330,2022-06-28 11:33:46.042,365,2022-06-28 11:33:45.747
436,StartSaying,TOMATE,2022-06-28 11:33:46.042,2022-06-28 11:33:48.050,1028,2022-06-28 11:33:46.459
437,EndSaying,TOMATE,2022-06-28 11:33:48.050,2022-06-28 11:33:49.832,912,2022-06-28 11:33:48.466
438,StartReading,TENEDOR,2022-06-28 11:33:49.832,2022-06-28 11:33:50.539,362,2022-06-28 11:33:50.248
439,EndReading,TENEDOR,2022-06-28 11:33:50.539,2022-06-28 11:33:52.544,1027,2022-06-28 11:33:50.957
440,EndSaying,TENEDOR,2022-06-28 11:33:52.544,2022-06-28 11:33:54.546,1025,2022-06-28 11:33:52.962
441,StartReading,FLAUTA,2022-06-28 11:33:54.546,2022-06-28 11:33:55.253,362,2022-06-28 11:33:54.963
442,EndReading,FLAUTA,2022-06-28 11:33:55.253,2022-06-28 11:33:57.259,1027,2022-06-28 11:33:55.672
443,EndSaying,FLAUTA,2022-06-28 11:33:57.259,2022-06-28 11:33:59.244,1016,2022-06-28 11:33:57.676
444,StartReading,LEÓN,2022-06-28 11:33:59.244,2022-06-28 11:33:59.953,363,2022-06-28 11:33:59.661
445,StartSaying,LEÓN,2022-06-28 11:33:59.953,2022-06-28 11:34:01.957,1026,2022-06-28 11:34:00.370
446,EndSaying,LEÓN,2022-06-28 11:34:01.957,2022-06-28 11:34:03.765,926,2022-06-28 11:34:02.375
447,StartReading,VIOLÍN,2022-06-28 11:34:03.765,2022-06-28 11:34:04.474,363,2022-06-28 11:34:04.182
448,StartSaying,VIOLÍN,2022-06-28 11:34:04.474,2022-06-28 11:34:06.482,1028,2022-06-28 11:34:04.892
449,EndSaying,VIOLÍN,2022-06-28 11:34:06.482,2022-06-28 11:34:08.087,822,2022-06-28 11:34:06.899
450,StartReading,LIMÓN,2022-06-28 11:34:08.087,2022-06-28 11:34:08.796,363,2022-06-28 11:34:08.505
451,StartSaying,LIMÓN,2022-06-28 11:34:08.796,2022-06-28 11:34:10.800,1026,2022-06-28 11:34:09.214
452,EndSaying,LIMÓN,2022-06-28 11:34:10.800,2022-06-28 11:34:12.804,1026,2022-06-28 11:34:11.219
453,StartReading,JIRAFA,2022-06-28 11:34:12.804,2022-06-28 11:34:13.515,364,2022-06-28 11:34:13.222
454,EndReading,JIRAFA,2022-06-28 11:34:13.515,2022-06-28 11:34:15.523,1028,2022-06-28 11:34:13.934
