,Action,word,Start_time,End_time,duration,time
455,EndSaying,JIRAFA,2022-06-28 11:34:15.523,2022-06-28 11:34:17.408,965,2022-06-28 11:34:15.942
456,StartReading,OJO,2022-06-28 11:34:17.408,2022-06-28 11:34:18.117,363,2022-06-28 11:34:17.826
457,StartSaying,OJO,2022-06-28 11:34:18.117,2022-06-28 11:34:20.121,1026,2022-06-28 11:34:18.536
458,EndSaying,OJO,2022-06-28 11:34:20.121,2022-06-28 11:34:21.722,820,2022-06-28 11:34:20.540
459,StartReading,CUCHARA,2022-06-28 11:34:21.722,2022-06-28 11:34:22.435,365,2022-06-28 11:34:22.139
460,StartSaying,CUCHARA,2022-06-28 11:34:22.435,2022-06-28 11:34:24.439,1026,2022-06-28 11:34:22.853
461,EndSaying,CUCHARA,2022-06-28 11:34:24.439,2022-06-28 11:34:26.017,808,2022-06-28 11:34:24.857
462,StartReading,CAMISETA,2022-06-28 11:34:26.017,2022-06-28 11:34:26.732,366,2022-06-28 11:34:26.437
463,StartSaying,CAMISETA,2022-06-28 11:34:26.732,2022-06-28 11:34:28.736,1026,2022-06-28 11:34:27.151
464,EndSaying,CAMISETA,2022-06-28 11:34:28.736,2022-06-28 11:34:30.492,899,2022-06-28 11:34:29.156
465,StartBlockThinking,,2022-06-28 11:34:30.492,2022-06-28 11:34:32.142,845,2022-06-28 11:34:30.911
466,StartReading,TOMATE,2022-06-28 11:34:32.142,2022-06-28 11:34:32.851,363,2022-06-28 11:34:32.560
467,StartSaying,TOMATE,2022-06-28 11:34:32.851,2022-06-28 11:34:34.857,1027,2022-06-28 11:34:33.269
468,EndSaying,TOMATE,2022-06-28 11:34:34.857,2022-06-28 11:34:36.619,902,2022-06-28 11:34:35.277
469,StartReading,GATO,2022-06-28 11:34:36.619,2022-06-28 11:34:37.328,363,2022-06-28 11:34:37.038
470,StartSaying,GATO,2022-06-28 11:34:37.328,2022-06-28 11:34:39.335,1028,2022-06-28 11:34:37.747
471,EndSaying,GATO,2022-06-28 11:34:39.335,2022-06-28 11:34:41.111,909,2022-06-28 11:34:39.754
472,StartReading,NARANJA,2022-06-28 11:34:41.111,2022-06-28 11:34:41.822,364,2022-06-28 11:34:41.531
473,StartSaying,NARANJA,2022-06-28 11:34:41.822,2022-06-28 11:34:43.830,1028,2022-06-28 11:34:42.241
474,EndSaying,NARANJA,2022-06-28 11:34:43.830,2022-06-28 11:34:45.792,1005,2022-06-28 11:34:44.248
475,StartReading,CUCHARA,2022-06-28 11:34:45.792,2022-06-28 11:34:46.503,364,2022-06-28 11:34:46.212
476,StartSaying,CUCHARA,2022-06-28 11:34:46.503,2022-06-28 11:34:48.509,1027,2022-06-28 11:34:46.922
477,EndSaying,CUCHARA,2022-06-28 11:34:48.509,2022-06-28 11:34:50.347,941,2022-06-28 11:34:48.929
478,StartReading,LIMÓN,2022-06-28 11:34:50.347,2022-06-28 11:34:51.056,363,2022-06-28 11:34:50.766
479,StartSaying,LIMÓN,2022-06-28 11:34:51.056,2022-06-28 11:34:53.062,1027,2022-06-28 11:34:51.476
480,EndSaying,LIMÓN,2022-06-28 11:34:53.062,2022-06-28 11:34:54.714,846,2022-06-28 11:34:53.482
481,StartReading,TENEDOR,2022-06-28 11:34:54.714,2022-06-28 11:34:55.425,364,2022-06-28 11:34:55.135
482,StartSaying,TENEDOR,2022-06-28 11:34:55.425,2022-06-28 11:34:57.433,1028,2022-06-28 11:34:55.845
483,EndSaying,TENEDOR,2022-06-28 11:34:57.433,2022-06-28 11:34:59.412,1013,2022-06-28 11:34:57.852
484,StartReading,MANO,2022-06-28 11:34:59.412,2022-06-28 11:35:00.123,364,2022-06-28 11:34:59.831
485,StartSaying,MANO,2022-06-28 11:35:00.123,2022-06-28 11:35:02.130,1028,2022-06-28 11:35:00.543
486,EndSaying,MANO,2022-06-28 11:35:02.130,2022-06-28 11:35:04.080,998,2022-06-28 11:35:02.549
487,StartReading,PIANO,2022-06-28 11:35:04.080,2022-06-28 11:35:04.789,363,2022-06-28 11:35:04.498
488,StartSaying,PIANO,2022-06-28 11:35:04.789,2022-06-28 11:35:06.796,1028,2022-06-28 11:35:05.208
489,EndSaying,PIANO,2022-06-28 11:35:06.796,2022-06-28 11:35:08.648,948,2022-06-28 11:35:07.215
490,StartReading,COPA,2022-06-28 11:35:08.648,2022-06-28 11:35:09.359,364,2022-06-28 11:35:09.068
491,StartSaying,COPA,2022-06-28 11:35:09.359,2022-06-28 11:35:11.363,1026,2022-06-28 11:35:09.779
492,EndSaying,COPA,2022-06-28 11:35:11.363,2022-06-28 11:35:13.291,987,2022-06-28 11:35:11.783
493,StartReading,VIOLÍN,2022-06-28 11:35:13.291,2022-06-28 11:35:14.000,363,2022-06-28 11:35:13.710
494,StartSaying,VIOLÍN,2022-06-28 11:35:14.000,2022-06-28 11:35:16.003,1026,2022-06-28 11:35:14.420
495,EndSaying,VIOLÍN,2022-06-28 11:35:16.003,2022-06-28 11:35:17.925,984,2022-06-28 11:35:16.425
496,StartBlockSaying,,2022-06-28 11:35:17.925,2022-06-28 11:35:19.769,944,2022-06-28 11:35:18.345
497,StartReading,CUCHILLO,2022-06-28 11:35:19.769,2022-06-28 11:35:20.478,363,2022-06-28 11:35:20.189
498,StartSaying,CUCHILLO,2022-06-28 11:35:20.478,2022-06-28 11:35:22.482,1026,2022-06-28 11:35:20.898
499,EndSaying,CUCHILLO,2022-06-28 11:35:22.482,2022-06-28 11:35:24.445,1005,2022-06-28 11:35:22.902
500,StartReading,PANTALÓN,2022-06-28 11:35:24.445,2022-06-28 11:35:25.154,363,2022-06-28 11:35:24.865
501,EndReading,PANTALÓN,2022-06-28 11:35:25.154,2022-06-28 11:35:27.160,1027,2022-06-28 11:35:25.575
502,EndSaying,PANTALÓN,2022-06-28 11:35:27.160,2022-06-28 11:35:28.818,849,2022-06-28 11:35:27.579
503,StartReading,SOMBRERO,2022-06-28 11:35:28.818,2022-06-28 11:35:29.529,364,2022-06-28 11:35:29.239
504,StartSaying,SOMBRERO,2022-06-28 11:35:29.529,2022-06-28 11:35:31.535,1027,2022-06-28 11:35:29.949
505,EndSaying,SOMBRERO,2022-06-28 11:35:31.535,2022-06-28 11:35:33.113,808,2022-06-28 11:35:31.956
506,StartReading,PERRO,2022-06-28 11:35:33.113,2022-06-28 11:35:33.822,363,2022-06-28 11:35:33.533
507,StartSaying,PERRO,2022-06-28 11:35:33.822,2022-06-28 11:35:35.828,1027,2022-06-28 11:35:34.243
508,EndSaying,PERRO,2022-06-28 11:35:35.828,2022-06-28 11:35:37.791,1005,2022-06-28 11:35:36.248
509,StartReading,GATO,2022-06-28 11:35:37.791,2022-06-28 11:35:38.500,363,2022-06-28 11:35:38.211
510,StartSaying,GATO,2022-06-28 11:35:38.500,2022-06-28 11:35:40.503,1026,2022-06-28 11:35:38.920
511,EndSaying,GATO,2022-06-28 11:35:40.503,2022-06-28 11:35:42.148,842,2022-06-28 11:35:40.925
512,StartReading,PIANO,2022-06-28 11:35:42.148,2022-06-28 11:35:42.865,367,2022-06-28 11:35:42.569
513,StartSaying,PIANO,2022-06-28 11:35:42.865,2022-06-28 11:35:44.871,1027,2022-06-28 11:35:43.287
514,EndSaying,PIANO,2022-06-28 11:35:44.871,2022-06-28 11:35:46.439,803,2022-06-28 11:35:45.291
515,StartReading,GUITARRA,2022-06-28 11:35:46.439,2022-06-28 11:35:47.148,363,2022-06-28 11:35:46.861
516,StartSaying,GUITARRA,2022-06-28 11:35:47.148,2022-06-28 11:35:49.156,1028,2022-06-28 11:35:47.570
517,EndSaying,GUITARRA,2022-06-28 11:35:49.156,2022-06-28 11:35:50.695,788,2022-06-28 11:35:49.577
518,StartReading,COPA,2022-06-28 11:35:50.695,2022-06-28 11:35:51.404,363,2022-06-28 11:35:51.116
519,StartSaying,COPA,2022-06-28 11:35:51.404,2022-06-28 11:35:53.408,1026,2022-06-28 11:35:51.825
520,EndSaying,COPA,2022-06-28 11:35:53.408,2022-06-28 11:35:55.039,835,2022-06-28 11:35:53.829
521,StartReading,ZAPATO,2022-06-28 11:35:55.039,2022-06-28 11:35:55.750,364,2022-06-28 11:35:55.461
522,StartSaying,ZAPATO,2022-06-28 11:35:55.750,2022-06-28 11:35:57.755,1027,2022-06-28 11:35:56.172
523,EndSaying,ZAPATO,2022-06-28 11:35:57.755,2022-06-28 11:35:59.498,892,2022-06-28 11:35:58.177
524,StartReading,OREJA,2022-06-28 11:35:59.498,2022-06-28 11:36:00.208,364,2022-06-28 11:35:59.918
525,StartSaying,OREJA,2022-06-28 11:36:00.208,2022-06-28 11:36:02.212,1026,2022-06-28 11:36:00.630
526,EndSaying,OREJA,2022-06-28 11:36:02.212,2022-06-28 11:36:04.207,1021,2022-06-28 11:36:02.634
527,StartBlockThinking,,2022-06-28 11:36:04.207,2022-06-28 11:36:06.044,941,2022-06-28 11:36:04.627
528,StartReading,LEÓN,2022-06-28 11:36:06.044,2022-06-28 11:36:06.755,364,2022-06-28 11:36:06.466
529,StartSaying,LEÓN,2022-06-28 11:36:06.755,2022-06-28 11:36:08.759,1026,2022-06-28 11:36:07.177
530,EndSaying,LEÓN,2022-06-28 11:36:08.759,2022-06-28 11:36:10.621,953,2022-06-28 11:36:09.182
531,StartReading,TROMPETA,2022-06-28 11:36:10.621,2022-06-28 11:36:11.332,364,2022-06-28 11:36:11.041
532,StartSaying,TROMPETA,2022-06-28 11:36:11.332,2022-06-28 11:36:13.335,1026,2022-06-28 11:36:11.754
533,EndSaying,TROMPETA,2022-06-28 11:36:13.335,2022-06-28 11:36:14.894,798,2022-06-28 11:36:13.758
534,StartReading,JIRAFA,2022-06-28 11:36:14.894,2022-06-28 11:36:15.605,364,2022-06-28 11:36:15.317
535,StartSaying,JIRAFA,2022-06-28 11:36:15.605,2022-06-28 11:36:17.613,1028,2022-06-28 11:36:16.027
536,EndSaying,JIRAFA,2022-06-28 11:36:17.613,2022-06-28 11:36:19.296,862,2022-06-28 11:36:18.035
537,StartReading,CABALLO,2022-06-28 11:36:19.296,2022-06-28 11:36:20.005,363,2022-06-28 11:36:19.718
538,StartSaying,CABALLO,2022-06-28 11:36:20.005,2022-06-28 11:36:22.013,1028,2022-06-28 11:36:20.428
539,EndSaying,CABALLO,2022-06-28 11:36:22.013,2022-06-28 11:36:23.958,996,2022-06-28 11:36:22.435
540,StartReading,LECHUGA,2022-06-28 11:36:23.958,2022-06-28 11:36:24.669,364,2022-06-28 11:36:24.382
541,EndReading,LECHUGA,2022-06-28 11:36:24.669,2022-06-28 11:36:26.675,1027,2022-06-28 11:36:25.093
542,EndSaying,LECHUGA,2022-06-28 11:36:26.675,2022-06-28 11:36:28.531,950,2022-06-28 11:36:27.098
543,StartReading,SOMBRERO,2022-06-28 11:36:28.531,2022-06-28 11:36:29.244,365,2022-06-28 11:36:28.955
544,StartSaying,SOMBRERO,2022-06-28 11:36:29.244,2022-06-28 11:36:31.251,1028,2022-06-28 11:36:29.668
545,EndSaying,SOMBRERO,2022-06-28 11:36:31.251,2022-06-28 11:36:33.183,989,2022-06-28 11:36:31.674
546,StartReading,ZAPATO,2022-06-28 11:36:33.183,2022-06-28 11:36:33.892,363,2022-06-28 11:36:33.606
547,StartSaying,ZAPATO,2022-06-28 11:36:33.892,2022-06-28 11:36:35.900,1028,2022-06-28 11:36:34.315
548,EndSaying,ZAPATO,2022-06-28 11:36:35.900,2022-06-28 11:36:37.802,974,2022-06-28 11:36:36.323
549,StartReading,PLATO,2022-06-28 11:36:37.802,2022-06-28 11:36:38.513,364,2022-06-28 11:36:38.226
550,StartSaying,PLATO,2022-06-28 11:36:38.513,2022-06-28 11:36:40.515,1025,2022-06-28 11:36:38.935
551,EndSaying,PLATO,2022-06-28 11:36:40.515,2022-06-28 11:36:42.150,837,2022-06-28 11:36:40.939
552,StartReading,FLAUTA,2022-06-28 11:36:42.150,2022-06-28 11:36:42.863,365,2022-06-28 11:36:42.573
553,StartSaying,FLAUTA,2022-06-28 11:36:42.863,2022-06-28 11:36:44.871,1028,2022-06-28 11:36:43.286
554,EndSaying,FLAUTA,2022-06-28 11:36:44.871,2022-06-28 11:36:46.568,869,2022-06-28 11:36:45.294
555,StartReading,PERRO,2022-06-28 11:36:46.568,2022-06-28 11:36:47.277,363,2022-06-28 11:36:46.992
556,EndReading,PERRO,2022-06-28 11:36:47.277,2022-06-28 11:36:49.285,1028,2022-06-28 11:36:47.701
557,EndSaying,PERRO,2022-06-28 11:36:49.285,2022-06-28 11:36:51.478,1123,2022-06-28 11:36:49.708
558,StartBlockSaying,,2022-06-28 11:36:51.478,2022-06-28 11:36:53.062,811,2022-06-28 11:36:51.902
559,StartReading,MANO,2022-06-28 11:36:53.062,2022-06-28 11:36:53.773,364,2022-06-28 11:36:53.485
560,StartSaying,MANO,2022-06-28 11:36:53.773,2022-06-28 11:36:55.781,1028,2022-06-28 11:36:54.197
561,EndSaying,MANO,2022-06-28 11:36:55.781,2022-06-28 11:36:57.623,943,2022-06-28 11:36:56.205
562,StartReading,FLAUTA,2022-06-28 11:36:57.623,2022-06-28 11:36:58.332,363,2022-06-28 11:36:58.046
563,StartSaying,FLAUTA,2022-06-28 11:36:58.332,2022-06-28 11:37:00.335,1026,2022-06-28 11:36:58.756
564,EndSaying,FLAUTA,2022-06-28 11:37:00.335,2022-06-28 11:37:01.980,842,2022-06-28 11:37:00.760
565,StartReading,PIANO,2022-06-28 11:37:01.980,2022-06-28 11:37:02.691,364,2022-06-28 11:37:02.404
566,StartSaying,PIANO,2022-06-28 11:37:02.691,2022-06-28 11:37:04.695,1026,2022-06-28 11:37:03.114
567,EndSaying,PIANO,2022-06-28 11:37:04.695,2022-06-28 11:37:06.382,864,2022-06-28 11:37:05.119
568,StartReading,LEÓN,2022-06-28 11:37:06.382,2022-06-28 11:37:07.093,364,2022-06-28 11:37:06.807
569,StartSaying,LEÓN,2022-06-28 11:37:07.093,2022-06-28 11:37:09.099,1027,2022-06-28 11:37:07.518
570,EndSaying,LEÓN,2022-06-28 11:37:09.099,2022-06-28 11:37:10.759,850,2022-06-28 11:37:09.523
571,StartReading,JIRAFA,2022-06-28 11:37:10.759,2022-06-28 11:37:11.468,363,2022-06-28 11:37:11.183
572,StartSaying,JIRAFA,2022-06-28 11:37:11.468,2022-06-28 11:37:13.472,1026,2022-06-28 11:37:11.893
573,EndSaying,JIRAFA,2022-06-28 11:37:13.472,2022-06-28 11:37:15.410,992,2022-06-28 11:37:13.897
574,StartReading,CUCHARA,2022-06-28 11:37:15.410,2022-06-28 11:37:16.119,363,2022-06-28 11:37:15.834
575,EndReading,CUCHARA,2022-06-28 11:37:16.119,2022-06-28 11:37:18.126,1028,2022-06-28 11:37:16.543
576,EndSaying,CUCHARA,2022-06-28 11:37:18.126,2022-06-28 11:37:20.136,1029,2022-06-28 11:37:18.550
577,StartReading,COPA,2022-06-28 11:37:20.136,2022-06-28 11:37:20.843,362,2022-06-28 11:37:20.560
578,EndReading,COPA,2022-06-28 11:37:20.843,2022-06-28 11:37:22.849,1027,2022-06-28 11:37:21.269
579,EndSaying,COPA,2022-06-28 11:37:22.849,2022-06-28 11:37:24.685,940,2022-06-28 11:37:23.274
580,StartReading,NARANJA,2022-06-28 11:37:24.685,2022-06-28 11:37:25.392,362,2022-06-28 11:37:25.109
581,EndReading,NARANJA,2022-06-28 11:37:25.392,2022-06-28 11:37:27.400,1028,2022-06-28 11:37:25.818
582,EndSaying,NARANJA,2022-06-28 11:37:27.400,2022-06-28 11:37:28.982,810,2022-06-28 11:37:27.825
583,StartReading,PIE,2022-06-28 11:37:28.982,2022-06-28 11:37:29.693,364,2022-06-28 11:37:29.407
584,StartSaying,PIE,2022-06-28 11:37:29.693,2022-06-28 11:37:31.701,1028,2022-06-28 11:37:30.117
585,EndSaying,PIE,2022-06-28 11:37:31.701,2022-06-28 11:37:33.675,1011,2022-06-28 11:37:32.125
586,StartReading,CUCHILLO,2022-06-28 11:37:33.675,2022-06-28 11:37:34.384,363,2022-06-28 11:37:34.100
587,EndReading,CUCHILLO,2022-06-28 11:37:34.384,2022-06-28 11:37:36.392,1028,2022-06-28 11:37:34.810
588,EndSaying,CUCHILLO,2022-06-28 11:37:36.392,2022-06-28 11:37:40.974,2346,2022-06-28 11:37:36.817
589,StartBlockThinking,,2022-06-28 11:37:40.974,2022-06-28 11:37:42.794,932,2022-06-28 11:37:41.400
590,StartReading,FLAUTA,2022-06-28 11:37:42.794,2022-06-28 11:37:43.503,363,2022-06-28 11:37:43.219
591,StartSaying,FLAUTA,2022-06-28 11:37:43.503,2022-06-28 11:37:45.509,1027,2022-06-28 11:37:43.930
592,EndSaying,FLAUTA,2022-06-28 11:37:45.509,2022-06-28 11:37:47.085,807,2022-06-28 11:37:45.935
593,StartReading,MANZANA,2022-06-28 11:37:47.085,2022-06-28 11:37:47.794,363,2022-06-28 11:37:47.510
594,StartSaying,MANZANA,2022-06-28 11:37:47.794,2022-06-28 11:37:49.802,1028,2022-06-28 11:37:48.220
595,EndSaying,MANZANA,2022-06-28 11:37:49.802,2022-06-28 11:37:51.476,857,2022-06-28 11:37:50.228
596,StartReading,TROMPETA,2022-06-28 11:37:51.476,2022-06-28 11:37:52.185,363,2022-06-28 11:37:51.901
597,StartSaying,TROMPETA,2022-06-28 11:37:52.185,2022-06-28 11:37:54.193,1028,2022-06-28 11:37:52.611
598,EndSaying,TROMPETA,2022-06-28 11:37:54.193,2022-06-28 11:37:56.068,960,2022-06-28 11:37:54.617
599,StartReading,GUITARRA,2022-06-28 11:37:56.068,2022-06-28 11:37:56.779,364,2022-06-28 11:37:56.495
600,StartSaying,GUITARRA,2022-06-28 11:37:56.779,2022-06-28 11:37:58.785,1027,2022-06-28 11:37:57.205
601,EndSaying,GUITARRA,2022-06-28 11:37:58.785,2022-06-28 11:38:00.304,778,2022-06-28 11:37:59.210
602,StartReading,OJO,2022-06-28 11:38:00.304,2022-06-28 11:38:01.013,363,2022-06-28 11:38:00.729
603,StartSaying,OJO,2022-06-28 11:38:01.013,2022-06-28 11:38:03.023,1029,2022-06-28 11:38:01.440
604,EndSaying,OJO,2022-06-28 11:38:03.023,2022-06-28 11:38:04.888,955,2022-06-28 11:38:03.449
605,StartReading,LIMÓN,2022-06-28 11:38:04.888,2022-06-28 11:38:05.597,363,2022-06-28 11:38:05.314
606,StartSaying,LIMÓN,2022-06-28 11:38:05.597,2022-06-28 11:38:07.603,1027,2022-06-28 11:38:06.024
607,EndSaying,LIMÓN,2022-06-28 11:38:07.603,2022-06-28 11:38:09.287,862,2022-06-28 11:38:08.029
608,StartReading,SOMBRERO,2022-06-28 11:38:09.287,2022-06-28 11:38:09.998,364,2022-06-28 11:38:09.714
609,StartSaying,SOMBRERO,2022-06-28 11:38:09.998,2022-06-28 11:38:12.001,1026,2022-06-28 11:38:10.424
610,EndSaying,SOMBRERO,2022-06-28 11:38:12.001,2022-06-28 11:38:13.921,983,2022-06-28 11:38:12.429
611,StartReading,PANTALÓN,2022-06-28 11:38:13.921,2022-06-28 11:38:14.632,364,2022-06-28 11:38:14.349
612,StartSaying,PANTALÓN,2022-06-28 11:38:14.632,2022-06-28 11:38:16.642,1029,2022-06-28 11:38:15.060
613,EndSaying,PANTALÓN,2022-06-28 11:38:16.642,2022-06-28 11:38:18.177,786,2022-06-28 11:38:17.068
614,StartReading,TENEDOR,2022-06-28 11:38:18.177,2022-06-28 11:38:18.886,363,2022-06-28 11:38:18.603
615,StartSaying,TENEDOR,2022-06-28 11:38:18.886,2022-06-28 11:38:20.892,1027,2022-06-28 11:38:19.313
616,EndSaying,TENEDOR,2022-06-28 11:38:20.892,2022-06-28 11:38:22.890,1023,2022-06-28 11:38:21.319
617,StartReading,LECHUGA,2022-06-28 11:38:22.890,2022-06-28 11:38:23.601,364,2022-06-28 11:38:23.317
618,StartSaying,LECHUGA,2022-06-28 11:38:23.601,2022-06-28 11:38:25.607,1027,2022-06-28 11:38:24.029
619,EndSaying,LECHUGA,2022-06-28 11:38:25.607,2022-06-28 11:38:27.759,1102,2022-06-28 11:38:26.034
620,StartBlockSaying,,2022-06-28 11:38:27.759,2022-06-28 11:38:29.267,772,2022-06-28 11:38:28.186
621,StartReading,CAMISETA,2022-06-28 11:38:29.267,2022-06-28 11:38:29.978,364,2022-06-28 11:38:29.695
622,StartSaying,CAMISETA,2022-06-28 11:38:29.978,2022-06-28 11:38:31.982,1026,2022-06-28 11:38:30.405
623,EndSaying,CAMISETA,2022-06-28 11:38:31.982,2022-06-28 11:38:33.652,855,2022-06-28 11:38:32.410
624,StartReading,OJO,2022-06-28 11:38:33.652,2022-06-28 11:38:34.365,365,2022-06-28 11:38:34.079
625,StartSaying,OJO,2022-06-28 11:38:34.365,2022-06-28 11:38:36.371,1027,2022-06-28 11:38:34.792
626,EndSaying,OJO,2022-06-28 11:38:36.371,2022-06-28 11:38:38.281,978,2022-06-28 11:38:36.799
627,StartReading,MANZANA,2022-06-28 11:38:38.281,2022-06-28 11:38:38.994,365,2022-06-28 11:38:38.708
628,StartSaying,MANZANA,2022-06-28 11:38:38.994,2022-06-28 11:38:41.001,1028,2022-06-28 11:38:39.421
629,EndSaying,MANZANA,2022-06-28 11:38:41.001,2022-06-28 11:38:42.562,799,2022-06-28 11:38:41.429
630,StartReading,VIOLÍN,2022-06-28 11:38:42.562,2022-06-28 11:38:43.273,364,2022-06-28 11:38:42.990
631,StartSaying,VIOLÍN,2022-06-28 11:38:43.273,2022-06-28 11:38:45.281,1028,2022-06-28 11:38:43.701
632,EndSaying,VIOLÍN,2022-06-28 11:38:45.281,2022-06-28 11:38:47.201,983,2022-06-28 11:38:45.708
633,StartReading,PANTALÓN,2022-06-28 11:38:47.201,2022-06-28 11:38:47.912,364,2022-06-28 11:38:47.629
634,StartSaying,PANTALÓN,2022-06-28 11:38:47.912,2022-06-28 11:38:49.917,1027,2022-06-28 11:38:48.340
635,EndSaying,PANTALÓN,2022-06-28 11:38:49.917,2022-06-28 11:38:51.675,900,2022-06-28 11:38:50.346
636,StartReading,CABALLO,2022-06-28 11:38:51.675,2022-06-28 11:38:52.388,365,2022-06-28 11:38:52.103
637,StartSaying,CABALLO,2022-06-28 11:38:52.388,2022-06-28 11:38:54.392,1026,2022-06-28 11:38:52.817
638,EndSaying,CABALLO,2022-06-28 11:38:54.392,2022-06-28 11:38:56.322,988,2022-06-28 11:38:54.822
639,StartReading,SOMBRERO,2022-06-28 11:38:56.322,2022-06-28 11:38:57.035,365,2022-06-28 11:38:56.751
640,StartSaying,SOMBRERO,2022-06-28 11:38:57.035,2022-06-28 11:38:59.042,1028,2022-06-28 11:38:57.464
641,EndSaying,SOMBRERO,2022-06-28 11:38:59.042,2022-06-28 11:39:00.722,860,2022-06-28 11:38:59.470
642,StartReading,PLATO,2022-06-28 11:39:00.722,2022-06-28 11:39:01.429,362,2022-06-28 11:39:01.150
643,EndReading,PLATO,2022-06-28 11:39:01.429,2022-06-28 11:39:03.435,1027,2022-06-28 11:39:01.859
644,EndSaying,PLATO,2022-06-28 11:39:03.435,2022-06-28 11:39:05.191,899,2022-06-28 11:39:03.863
645,StartReading,GUITARRA,2022-06-28 11:39:05.191,2022-06-28 11:39:05.902,364,2022-06-28 11:39:05.620
646,StartSaying,GUITARRA,2022-06-28 11:39:05.902,2022-06-28 11:39:07.908,1027,2022-06-28 11:39:06.330
647,EndSaying,GUITARRA,2022-06-28 11:39:07.908,2022-06-28 11:39:09.837,988,2022-06-28 11:39:08.335
648,StartReading,CALCETÍN,2022-06-28 11:39:09.837,2022-06-28 11:39:10.550,365,2022-06-28 11:39:10.267
649,StartSaying,CALCETÍN,2022-06-28 11:39:10.550,2022-06-28 11:39:12.556,1027,2022-06-28 11:39:10.978
650,EndSaying,CALCETÍN,2022-06-28 11:39:12.556,2022-06-28 11:39:14.294,890,2022-06-28 11:39:12.985
651,StartBlockThinking,,2022-06-28 11:39:14.296,2022-06-28 11:39:16.236,993,2022-06-28 11:39:14.725
652,StartReading,PIANO,2022-06-28 11:39:16.236,2022-06-28 11:39:16.949,365,2022-06-28 11:39:16.665
653,EndReading,PIANO,2022-06-28 11:39:16.949,2022-06-28 11:39:18.955,1027,2022-06-28 11:39:17.378
654,EndSaying,PIANO,2022-06-28 11:39:18.955,2022-06-28 11:39:20.826,958,2022-06-28 11:39:19.384
655,StartReading,CALCETÍN,2022-06-28 11:39:20.826,2022-06-28 11:39:21.537,364,2022-06-28 11:39:21.254
656,StartSaying,CALCETÍN,2022-06-28 11:39:21.537,2022-06-28 11:39:23.541,1026,2022-06-28 11:39:21.967
657,EndSaying,CALCETÍN,2022-06-28 11:39:23.541,2022-06-28 11:39:25.531,1019,2022-06-28 11:39:23.971
658,StartReading,OREJA,2022-06-28 11:39:25.531,2022-06-28 11:39:26.240,363,2022-06-28 11:39:25.960
659,StartSaying,OREJA,2022-06-28 11:39:26.240,2022-06-28 11:39:28.246,1027,2022-06-28 11:39:26.669
660,EndSaying,OREJA,2022-06-28 11:39:28.246,2022-06-28 11:39:30.255,1029,2022-06-28 11:39:28.675
661,StartReading,MANO,2022-06-28 11:39:30.255,2022-06-28 11:39:30.964,363,2022-06-28 11:39:30.685
662,StartSaying,MANO,2022-06-28 11:39:30.964,2022-06-28 11:39:32.972,1028,2022-06-28 11:39:31.394
663,EndSaying,MANO,2022-06-28 11:39:32.972,2022-06-28 11:39:34.712,891,2022-06-28 11:39:33.403
664,StartReading,CAMISETA,2022-06-28 11:39:34.712,2022-06-28 11:39:35.421,363,2022-06-28 11:39:35.142
665,StartSaying,CAMISETA,2022-06-28 11:39:35.421,2022-06-28 11:39:37.425,1026,2022-06-28 11:39:35.851
666,EndSaying,CAMISETA,2022-06-28 11:39:37.425,2022-06-28 11:39:39.410,1016,2022-06-28 11:39:37.855
667,StartReading,COPA,2022-06-28 11:39:39.410,2022-06-28 11:39:40.121,364,2022-06-28 11:39:39.840
668,StartSaying,COPA,2022-06-28 11:39:40.121,2022-06-28 11:39:42.125,1026,2022-06-28 11:39:40.551
669,EndSaying,COPA,2022-06-28 11:39:42.125,2022-06-28 11:39:43.871,894,2022-06-28 11:39:42.555
670,StartReading,CUCHILLO,2022-06-28 11:39:43.871,2022-06-28 11:39:44.582,364,2022-06-28 11:39:44.300
671,StartSaying,CUCHILLO,2022-06-28 11:39:44.582,2022-06-28 11:39:46.587,1027,2022-06-28 11:39:45.012
672,EndSaying,CUCHILLO,2022-06-28 11:39:46.587,2022-06-28 11:39:48.380,918,2022-06-28 11:39:47.017
673,StartReading,TOMATE,2022-06-28 11:39:48.380,2022-06-28 11:39:49.089,363,2022-06-28 11:39:48.810
674,StartSaying,TOMATE,2022-06-28 11:39:49.089,2022-06-28 11:39:51.093,1026,2022-06-28 11:39:49.519
675,EndSaying,TOMATE,2022-06-28 11:39:51.093,2022-06-28 11:39:52.884,917,2022-06-28 11:39:51.523
676,StartReading,PLATO,2022-06-28 11:39:52.884,2022-06-28 11:39:53.593,363,2022-06-28 11:39:53.313
677,StartSaying,PLATO,2022-06-28 11:39:53.593,2022-06-28 11:39:55.601,1028,2022-06-28 11:39:54.024
678,EndSaying,PLATO,2022-06-28 11:39:55.601,2022-06-28 11:39:57.142,789,2022-06-28 11:39:56.032
679,StartReading,JIRAFA,2022-06-28 11:39:57.142,2022-06-28 11:39:57.853,364,2022-06-28 11:39:57.573
680,StartSaying,JIRAFA,2022-06-28 11:39:57.853,2022-06-28 11:39:59.857,1026,2022-06-28 11:39:58.283
681,EndSaying,JIRAFA,2022-06-28 11:39:59.857,2022-06-28 11:40:01.625,905,2022-06-28 11:40:00.289
682,StartBlockSaying,,2022-06-28 11:40:01.625,2022-06-28 11:40:03.246,830,2022-06-28 11:40:02.056
